Averaged Steps Training	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
50.0	-50.0	100.0	-100.0	1976	10320	8.432035760362018e-05	0.05263049975614119	445667	6318	-123.543212890625
50.0	-50.0	84.0	-83.6	1982	10340	8.455286634729264e-05	0.05260273118507882	446496	6318	-124.1431655883789
32.0	-0.94	91.0	-90.2	1987	10360	5.048064651636543e-05	0.052574386747610856	447352	6318	-129.5095672607422
13.0	-0.85	85.0	-84.4	1993	10380	2.244623639909748e-05	0.05254842073953486	448143	6318	-128.03086853027344
13.0	-0.85	69.0	-68.4	1997	10400	2.1860232720008263e-05	0.052522086031784154	448954	6318	-127.86922454833984
50.0	-50.0	100.0	-100.0	2003	10420	8.110391430113457e-05	0.05249692843247789	449736	6318	-127.661865234375
50.0	-50.0	36.0	-34.0	2007	10440	8.073483390369634e-05	0.052468841098104124	450621	6319	-126.75581359863281
50.0	-50.0	84.0	-83.4	2012	10460	7.920499969394896e-05	0.052443359287178234	451431	6319	-127.33321380615234
50.0	-0.96	100.0	-100.0	2016	10480	8.302654018838898e-05	0.0524156631591824	452323	6319	-130.71080017089844
50.0	-50.0	84.0	-83.6	2018	10500	8.03517841157459e-05	0.05238735569457772	453246	6319	-124.18795013427734
43.0	-0.95	87.0	-86.2	2027	10520	6.71702192763412e-05	0.05236463541023877	453991	6319	-129.74790954589844
5.0	-0.6	81.0	-80.6	2033	10540	8.646586814460537e-06	0.05234078501471603	454782	6319	-129.40414428710938
50.0	-50.0	100.0	-100.0	2035	10560	7.652816447344693e-05	0.05231234312319371	455740	6319	-125.64599609375
50.0	-50.0	73.0	-72.2	2036	10580	7.782928885043455e-05	0.05228436103229654	456694	6319	-126.10906219482422
50.0	-50.0	100.0	-100.0	2040	10600	7.937431335449219e-05	0.05225742289228526	457623	6320	-129.20449829101562
10.0	-0.8	75.0	-74.6	2044	10620	1.5205492856587843e-05	0.052233536825524195	458454	6320	-130.50221252441406
50.0	-50.0	80.0	-79.8	2048	10640	8.116097826706736e-05	0.05220882643474649	459324	6320	-126.66405487060547
50.0	-50.0	77.0	-75.8	2056	10660	7.736079017395821e-05	0.052187094278768206	460095	6320	-127.27017974853516
50.0	-50.0	100.0	-100.0	2061	10680	7.768733224618747e-05	0.0521646828248203	460899	6320	-127.41780853271484
50.0	-50.0	100.0	-100.0	2064	10700	7.690184584287839e-05	0.0521395571096005	461813	6320	-127.72332000732422
50.0	-50.0	84.0	-84.0	2068	10720	7.77725185920943e-05	0.05211593934676257	462681	6320	-127.5010986328125
50.0	-50.0	85.0	-84.2	2072	10740	7.935231846360077e-05	0.05209307933880461	463530	6320	-128.37110900878906
1.0	1.0	93.0	-92.2	2076	10760	1.939588319856438e-06	0.0520712946560633	464347	6320	-128.26092529296875
50.0	-50.0	70.0	-69.2	2082	10780	7.554706262082469e-05	0.0520501723227271	465147	6321	-135.81893920898438
50.0	-50.0	100.0	-100.0	2088	10800	7.787947301511412e-05	0.052030280273900616	465907	6321	-134.84739685058594
50.0	-50.0	65.0	-64.0	2093	10820	7.75435495288447e-05	0.05200809467472283	466766	6321	-134.47911071777344
50.0	-50.0	88.0	-86.8	2093	10840	7.822955666432961e-05	0.05198314972204625	467746	6321	-129.71670532226562
50.0	-50.0	92.0	-92.0	2098	10860	7.61003125438374e-05	0.051960939802675736	468627	6321	-130.26124572753906
4.0	-0.5	81.0	-80.4	2102	10880	5.763089832137613e-06	0.05193963313492622	469481	6321	-130.4602508544922
50.0	-50.0	85.0	-84.4	2106	10900	7.509179071548882e-05	0.05191783865124532	470365	6321	-135.1312255859375
50.0	-50.0	68.0	-67.0	2110	10920	7.528212917593373e-05	0.05189474894988126	471314	6321	-131.54039001464844
50.0	-50.0	86.0	-85.8	2113	10940	7.796551235415163e-05	0.05187366957859526	472189	6321	-131.83021545410156
50.0	-50.0	88.0	-87.8	2120	10960	7.777164017196989e-05	0.05185574521675272	472938	6322	-132.9674072265625
50.0	-50.0	100.0	-100.0	2124	10980	7.423433884028311e-05	0.05183473278469734	473829	6322	-133.045654296875
50.0	-50.0	64.0	-63.4	2127	11000	7.693158496509898e-05	0.05181311951275018	474757	6322	-129.25857543945312
50.0	-50.0	100.0	-100.0	2130	11020	7.287677100262928e-05	0.051792343263469896	475659	6322	-136.2710418701172
50.0	-50.0	100.0	-100.0	2131	11040	7.596726434818212e-05	0.05177098581555758	476598	6322	-131.1917724609375
50.0	-50.0	84.0	-83.4	2137	11060	7.639373189501909e-05	0.05175097688026495	477487	6322	-131.3264617919922
45.0	-0.96	87.0	-86.2	2142	11080	6.785310993125723e-05	0.051732059823177134	478336	6322	-136.8121795654297
50.0	-50.0	68.0	-67.4	2146	11100	7.712763708990974e-05	0.0517133685575764	479184	6322	-131.83665466308594
50.0	-50.0	100.0	-100.0	2147	11120	7.430167078114242e-05	0.05169248666938102	480145	6323	-135.14683532714844
5.0	-0.6	51.0	-49.8	2155	11140	7.304811392053026e-06	0.05167746940204272	480838	6323	-137.91400146484375
50.0	-50.0	73.0	-72.4	2165	11160	7.715752902424037e-05	0.05166138044387792	481589	6323	-133.10787963867188
16.0	-0.88	85.0	-84.4	2170	11180	2.2772151796890285e-05	0.05164474663237847	482374	6323	-130.4798583984375
50.0	-50.0	100.0	-100.0	2175	11200	7.201103227479117e-05	0.051627058607625176	483219	6323	-134.3722686767578
23.0	-0.91	100.0	-100.0	2181	11220	3.201311284845526e-05	0.05161103019894447	483991	6323	-138.82908630371094
24.0	-0.92	72.0	-71.0	2185	11240	3.550720808769036e-05	0.051593326309376394	484855	6323	-137.8774871826172
50.0	-50.0	100.0	-100.0	2188	11260	7.295458185524543e-05	0.05157506863559612	485757	6323	-137.63072204589844
